thmatic_area_code;source_target;source_target_subtheme;source_target_content;impact_target;impact_target_subtheme;impact_target_content;impact_type;impact_weight;justification
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.8;Improve Soils Health;Improve soil quality by reducing nutrient losses use by 50%, by 2030;+;2;The reduction of GHG emissions will also contribute to improving soil quality, as it will lead to a decrease in nutrient losses, thus reducing soil degradation.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA7.9;Improve Air Quality;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;The reduction of GHG emissions will contribute to improving air quality, as it will lead to a decrease in the emissions of air pollutants, thus reducing the number of premature deaths caused by air pollution.
TA1	;TA1.7;GHG Reduction;Reduce methane emissions by 35 to 37% compared to 2005 levels, by 2030;TA7.9;Improve Air Quality;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;2;The reduction of methane emissions will contribute to improving air quality, as it will lead to a decrease in emissions of air pollutants, thus reducing air pollution.
TA1	;TA1.8;Energy Efficiency;Reach energy neutrality in the wastewater treatment sector by 2045.;TA7.9;Improve Air Quality;Improve air quality to reduce the number of premature deaths caused by air pollution by 55% by 2030;+;1;Reaching energy neutrality in the wastewater treatment sector will enable the improvement of air quality, as it will lead to a decrease in energy consumption and emissions, thus reducing air pollution.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.1;Biofuels;Achieve an annual production of sustainable biomethane of 35 billion cubic meters by 2030;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.1, as reducing GHG emissions will create a more favorable environment for the production and use of sustainable biomethane.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.7;Biofuels;Each Member State shall set an obligation on fuel suppliers to ensure that: (B) the combined share of advanced biofuels and biogas produced from the feedstock listed in Part A of Annex IX and of renewable fuels of non-biological origin in the energy supplied to the transport sector is at least 1% in 2025 and 5.5% in 2030, of which a share of at least 1 percentage point is from renewable fuels of non-biological origin in 2030. Directive (EU) 2023/2413;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.7, as reducing GHG emissions will increase the demand for low-carbon fuels, including advanced biofuels and renewable fuels of non-biological origin.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.18;Biofuels;The share of biofuels and biogas produced from the feedstock listed in Part B of Annex IX in the energy content of fuels and electricity supplied to the transport sector shall, except in Cyprus and Malta, be limited to 1.7%. Directive (EU) 2023/2413;-;2;The implementation of TA1.3 may counteract the achievement of TA4.18, as reducing GHG emissions may lead to a decrease in the production of biofuels and biogas from Part B feedstock.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.5;Biofuels;Aviation fuel suppliers shall also ensure that Sustainable Aviation Fuel (SAF) made available to aircraft operators at each Union airport will be at least 2% from 2025, 6% from 2030, 20% from 2035, 34% from 2040, 42% from 2045 and 70% from 2050. Regulation (EU) 2023/2405;+;2;The implementation of TA1.3 will reinforce the achievement of TA4.5, as reducing GHG emissions will increase the demand for low-carbon aviation fuels, including Sustainable Aviation Fuels.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.19;Energy Efficiency;The yearly quantity of aviation fuel uplifted by a given aircraft operator at a given Union airport shall be at least 90% of the yearly aviation fuel required, to avoid tankering practices which would bring additional emissions from extra weight. Regulation (EU) 2023/2405;+;1;The implementation of TA1.3 will enable the achievement of TA4.19, as reducing GHG emissions will lead to increased efficiency in aviation fuel use and reduced tankering practices.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.32;Energy Efficiency;States shall ensure that, at all airports of the TEN-T core network and TEN-T comprehensive network, the provision of electricity supply to stationary aircraft is ensured by 31 December 2029, at all aircraft remote stands used for commercial air transport operations to embark or disembark passengers or to load or unload goods Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.32, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric aircraft and related infrastructure.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.33;Energy Efficiency;Member States shall ensure that at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T core inland waterway ports by 1 January 2025, at least one installation providing shore-side electricity supply to inland waterway vessels is deployed at all TEN-T comprehensive inland waterway ports by 1 January 2030. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.33, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vessels and related infrastructure.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.34;Energy Efficiency;Member States shall ensure that a minimum shore-side electricity supply for seagoing container ships and seagoing passenger ships is provided in TEN-T maritime ports. To that end, by 31 December 2029 TEN-T core and comprehensive maritime ports [...] are equipped to provide each year shore-side electricity supply for at least 90 % of the total number of port calls of seagoing container ships above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned and 90% of the total number of port calls of seagoing ro-ro passenger ships above 5.000 gross tonnes and seagoing high-speed passenger craft above 5.000 gross tonnes that are moored at the quayside at the maritime port concerned Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.34, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric and hybrid vessels and related infrastructure.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.10;Energy Efficiency;EU fisheries are encouraged to continue the positive trend, as observed for the period 2009-2019, towards reducing fuel intensity by reducing the fossil-fuel consumption per kg of landed product for at least an additional 15% for the period 2019-2030. Energy Transition of the EU Fisheries and Aquaculture sector;+;1;The implementation of TA1.3 will enable the achievement of TA4.10, as reducing GHG emissions will lead to increased efficiency in fishing operations and reduced fuel consumption.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.25;Energy Infrastructure;Member States shall ensure that, at the end of each year, the following power output targets are met cumulatively: (a) for each light-duty battery electric vehicle registered in their territory, a total power output of at least 1.3 kW is provided through publicly accessible recharging stations, and (b) for each light-duty plug-in hybrid vehicle registered in their territory, a total power output of at least 0.80 kW is provided through publicly accessible recharging stations. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.25, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric vehicles and related infrastructure.
TA1	;TA1.3;GHG Reduction;Reduce by at least 55% net GHG emissions compared to 1990 levels, by 2030;TA4.26;Energy Infrastructure;Member States shall ensure that along the TEN-T core and comprehensive network, publicly accessible recharging pools dedicated to light-duty vehicles deployed in each direction of travel with a maximum distance of 60 km in-between them offering a power output of at least 600kW and including at least one recharging point with an individual power output of at least 150 kW. Regulation (EU) 2023/1804;+;1;The implementation of TA1.3 will enable the achievement of TA4.26, as reducing GHG emissions will lead to increased investment in low-carbon technologies, including electric vehicles and related infrastructure.
